"Loan reference","Outstanding Scheme Facility Principal2","Outstanding Scheme Facility Principal","Total amount claimed under the Government Guarantee2","Total amount claimed from the DTI","Settled Amount2","Settled Amount","Cumulative Value of All Pre-Claim Limit Realisations2","Cumulative Value of All Pre-Claim Limit Realisations","Cumulative Value of All Post-Claim Limit Realisations2","Cumulative Value of All Post-Claim Limit Realisations"
"AA779PS+01",45833.29,45833.29,34374.97,34374.97,34374.97,0,0,0,0,0
"Z77KTTP+01",46052.6,46052.6,34539.45,34539.45,34539.45,0,0,0,0,0
"6KCJX2X+01",46428.49,46428.49,34821.37,34821.37,34821.37,0,0,0,0,0
"EV7ZMF7+01",46666.6,46666.6,34999.95,34999.95,34999.95,0,0,0,0,0
"VPAZ9BV+01",46875.02,46875.02,35156.26,35156.26,35156.26,0,0,0,0,0
"8W7UH2J+01",47916.67,47916.67,35937.5,35937.5,35937.5,0,8984.38,8984.38,0,0
"PJ8JP8K+01",47979.17,47979.17,35984.38,35984.38,35984.38,0,0,0,0,0
"QMV4F7D+01",49593.75,49593.75,37195.31,37195.31,37195.31,37195.31,0,0,0,0
"XVRJRVC+01",50000,50000,37500,37500,37500,0,0,0,0,0
"GWLC748+01",51458.37,51458.37,38593.78,38593.78,38593.78,0,0,0,0,0
"BX383NJ+01",53000,53000,39750,39750,39750,0,0,0,0,0
"FALQUPA+01",53166.64,53166.64,39874.98,39874.98,39874.98,0,0,0,0,0
"VVUPS5S+01",53333.4,53333.4,40000.05,40000.05,40000.05,0,0,0,0,0
"X7YF2LP+01",54000,54000,40500,40500,40500,0,0,0,0,0
"YUHBAPB+01",54444.42,54444.42,40833.32,40833.32,40833.32,0,0,0,0,0
"6PFVZQX+01",68131,68131,51098.25,51098.25,40850.76,40850.76,0,0,0,0
"ZBRSRH3+01",55000,55000,41250,41250,41250,0,0,0,0,0
"BPZU7Q3+01",55000.04,55000.04,41250.03,41250.03,41250.03,0,0,0,0,0
"NSVDQ3R+01",55000.04,55000.04,41250.03,41250.03,41250.03,0,0,0,0,0
"K3W37F4+01",55555.52,55555.52,41666.64,41666.64,41666.64,0,0,0,0,0
"XFY7FYV+01",56000.08,56000.08,42000.06,42000.06,42000.06,42000.06,0,0,0,0
"KPE5QNK+01",56666.72,56666.72,42500.04,42500.04,42500.04,0,0,0,0,0
"92XUNJL+01",57000,57000,42750,42750,42750,42750,0,0,0,0
"SLEHSQC+01",93498.25,93498.25,70123.69,70123.69,43196.9,0,0,0,0,0
"MBY46S2+01",61111.1,61111.1,45833.33,45833.33,45833.33,0,0,0,0,0
"E388UA4+01",61250.02,61250.02,45937.52,45937.52,45937.52,0,0,0,0,0
"CMF7SA7+01",62500.03,62500.03,46875.02,46875.02,46875.02,0,0,0,0,0
"E22ULQ4+01",62682.78,62682.78,47012.09,47012.09,47012.09,0,0,0,0,0
"XR7NRWY+01",64166.68,64166.68,48125.01,48125.01,48125.01,0,0,0,0,0
"D2DSRDQ+01",66500,66500,49875,49875,49875,49875,0,0,0,0
"FUYPA4G+01",67500,67500,50625,50625,50625,0,0,0,0,0
"54FRJ4L+01",67500,67500,50625,50625,50625,0,0,0,0,0
"43TQU7E+01",69642.9,69642.9,52232.18,52232.18,52232.18,0,0,0,0,0
"W8LZKCL+01",70583.29,70583.29,52937.47,52937.47,52937.47,0,0,0,0,0
"X7MTT9N+01",70842.52,70842.52,53131.89,53131.89,53131.89,0,0,0,0,0
"S7NEKY8+01",71183.32,71183.32,53387.49,53387.49,53387.49,0,0,0,0,0
"DXKAACQ+01",73666.72,73666.72,55250.04,55250.04,55250.04,0,0,0,0,0
"HHQE77Z+01",76000,76000,57000,57000,57000,0,0,0,0,0
"TQRX6SN+01",77910,77910,58432.5,58432.5,58432.5,0,0,0,0,0
"9DDE7VZ+01",78575.26,78575.26,58931.45,58931.45,58931.45,0,0,0,0,0
"NCD8S2G+01",78666.67,78666.67,59000,59000,59000,0,0,0,0,0
"6AAVZVT+01",79166.7,79166.7,59375.03,59375.03,59375.03,0,0,0,0,0
"DTRYARW+01",83333.3,83333.3,62499.98,62499.98,62499.98,0,0,0,0,0
"CTZ6ECG+01",83333.34,83333.34,62500.01,62500.01,62500.01,0,0,0,0,0
"A9EFMZE+01",85000,85000,63750,63750,63750,0,0,0,0,0
"KXKAU5P+01",86395.77,86395.77,64796.83,64796.83,64796.83,0,0,0,0,0
"B9PJBWJ+01",86666.64,86666.64,64999.98,64999.98,64999.98,64999.98,0,0,0,0
"257Q26F+01",89900,89900,67425,67425,67425,0,0,0,0,0
"JNEH9KU+01",90000,90000,67500,67500,67500,0,0,0,0,0
"RK4WCR5+01",90833.37,90833.37,68125.03,68125.03,68125.03,0,0,0,0,0
"TETGTK4+01",93162.55,93162.55,69871.91,69871.91,69871.91,0,0,0,0,0
"LF7WP35+01",94000,94000,70500,70500,70500,70500,0,0,0,0
"WP4E966+01",94600.09,94600.09,70950.07,70950.07,70950.07,0,0,0,0,0
"QD7UGVQ+01",95833.38,95833.38,71875.04,71875.04,71875.04,0,0,0,0,0
"EZDQH3W+01",100000,100000,75000,75000,75000,0,0,0,0,0
"7LJ9G69+01",103333.3,103333.3,77499.97,77499.97,77499.97,77499.97,0,0,0,0
"E2Y7N87+01",103527.8,103527.8,77645.85,77645.85,77645.85,0,0,0,0,0
"8MSHWT2+01",103781.36,103781.36,77836.02,77836.02,77836.02,0,0,0,0,0
"6PNU6NC+01",111332.1,111332.1,83499.07,83499.07,83499.07,83499.07,0,0,0,0
"E7ZWDGV+01",115624.97,115624.97,86718.73,86718.73,86718.73,0,0,0,0,0
"AEW9NG2+01",120000,120000,90000,90000,90000,0,0,0,0,0
"K3F3KQ6+01",120000,120000,90000,90000,90000,0,0,0,0,0
"47GSSSH+01",120000,120000,90000,90000,90000,0,0,0,0,0
"XFUYMCJ+01",123684.2,123684.2,92763.15,92763.15,92763.15,0,3189.72,3189.72,0,0
"NCCEEUX+01",124336.43,124336.43,93252.32,93252.32,93252.32,0,0,0,0,0
"YCAQSGU+01",126666.74,126666.74,95000.06,95000.06,95000.06,0,0,0,0,0
"6ZDGB9A+01",128750,128750,96562.5,96562.5,96562.5,0,0,0,0,0
"9WNMBC6+01",130000,130000,97500,97500,97500,0,0,0,0,0
"EDEWDCC+01",132142.9,132142.9,99107.18,99107.18,99107.18,0,0,0,0,0
"K7BU44W+01",134634.32,134634.32,100975.74,100975.74,100975.74,0,0,0,0,0
"EUXFMBR+01",137749.99,137749.99,103312.49,103312.49,103312.49,103312.49,0,0,0,0
"8QQCBF8+01",140000,140000,105000,105000,105000,0,0,0,0,0
"6YEE84R+01",141666.69,141666.69,106250.02,106250.02,106250.02,0,0,0,0,0
"NF7L2AN+01",146666.7,146666.7,110000.03,110000.03,110000.03,0,0,0,0,0
"37ASDHK+01",148749.97,148749.97,111562.48,111562.48,111562.48,0,0,0,0,0
"9DQR8NF+01",168333.38,168333.38,126250.04,126250.04,126250.04,0,0,0,0,0
"NW3YEJM+01",173333.34,173333.34,130000,130000,130000,0,0,0,0,0
"3CGNNXQ+01",174312.16,174312.16,130734.12,130734.12,130734.12,130734.12,0,0,0,0
"RCVZPNC+01",180000,180000,135000,135000,135000,0,0,0,0,0
"CQHF2C9+01",185714.3,185714.3,139285.72,139285.72,139285.72,0,0,0,0,0
"R3Q7WRW+01",253499.99,253499.99,190124.99,190124.99,190124.99,0,0,0,0,0
"BUD8YY9+01",277121.2,277121.2,207840.9,207840.9,207840.9,0,0,0,0,0
"E6S9BHR+01",280555.54,280555.54,210416.66,210416.66,210416.66,0,0,0,0,0
"DHFUG3Y+01",302568.92,302568.92,226926.69,226926.69,226926.69,0,0,0,0,0
"6BV9PWN+01",324999.67,324999.67,243749.75,243749.75,243749.75,0,0,0,0,0
"WQB9QDN+01",334930.64,334930.64,251197.98,251197.98,251197.98,251197.98,0,0,0,0
"5PXBFL5+01",380000,380000,285000,285000,285000,0,0,0,0,0
"6GZMWR3+01",382000,382000,286500,286500,286500,0,0,0,0,0
"AJKZ4U8+01",440000,440000,330000,330000,330000,0,0,0,0,0
"74MM3NA+01",450000,450000,337500,337500,337500,0,0,0,0,0
"PNB7A5M+01",652690.55,652690.55,489517.91,489517.91,489517.91,0,0,0,0,0
"JWWD7MX+01",772142.8,772142.8,579107.1,579107.1,579107.1,579107.1,0,0,0,0
"5HGYJ89+01",926250.02,926250.02,694687.52,694687.52,694687.52,0,0,0,0,0
"UP9PUNB+01",1000000,1000000,750000,750000,750000,0,0,0,0,0
"WRTWRQK+01",1000000,1000000,750000,750000,750000,0,0,0,0,0
"KXWT5AE+01",20464,20464,15348,15348,15348,15348,0,0,0,0
"3BXY2MH+01",73276.24,0,54957.18,0,0,0,0,0,0,0
"FJXSE76+01",28800.79,0,21600.59,0,0,0,0,0,0,0
"7YJQVKR+01",59591,0,44693.25,0,0,0,0,0,0,0
"EQKWS4P+01",54894.59,0,41170.94,0,0,0,0,0,0,0
"RTRKSYZ+01",41014,0,30760.5,0,0,0,0,0,0,0
"NUTBHP6+01",783.29,783.29,587.46,587.46,587.46,0,0,0,0,0
"CJC4RKE+01",1355.01,1355.01,1016.26,1016.26,1016.26,0,0,0,0,0
"XFNZ4S7+01",2389.85,2389.85,1792.39,1792.39,1792.39,0,0,0,0,0
"CSXYL4T+01",2893.32,2893.32,2169.99,2169.99,2169.99,0,0,0,0,0
"PT5ZYKS+01",4009.11,4009.11,3006.83,3006.83,3006.83,3006.83,0,0,0,0
"UKL5X4L+01",4044.8,4044.8,3033.6,3033.6,3033.6,0,1382.03,1382.03,0,0
"YFKPQXA+01",4312.42,4312.42,3234.31,3234.31,3234.31,3234.31,0,0,0,0
"TXQCSSE+01",4335,4335,3251.25,3251.25,3251.25,0,0,0,0,0
"K6MT94B+01",4478.16,4478.16,3358.62,3358.62,3358.62,0,0,0,0,0
"WPK66H8+01",4749.98,4749.98,3562.48,3562.48,3562.48,0,0,0,0,0
"PJGMGSL+01",4850.8,4850.8,3638.1,3638.1,3638.1,0,0,0,0,0
"9A7F7QZ+01",4917.71,4917.71,3688.28,3688.28,3688.28,3688.28,0,0,0,0
"VGK638V+01",5261.56,5261.56,3946.17,3946.17,3946.17,0,0,0,0,0
"7KNZZWZ+01",5386.24,5386.24,4039.68,4039.68,4039.68,0,0,0,0,0
"9YAC49C+01",6187.9,6187.9,4640.93,4640.93,4640.93,0,0,0,0,0
"VLK7UBB+01",6523.72,6523.72,4892.79,4892.79,4892.79,4892.79,0,0,0,0
"N3CP34H+01",6613.61,6613.61,4960.2,4960.2,4960.2,4960.2,0,0,0,0
"WMWYZSM+01",6613.61,6613.61,4960.21,4960.21,4960.21,0,0,0,0,0
"R4M4SXH+01",6817.89,6817.89,5113.42,5113.42,5113.42,0,0,0,0,0
"X38JGGF+01",6972.35,6972.35,5229.26,5229.26,5229.26,0,0,0,0,0
"794GEUS+01",7014.65,7014.65,5260.99,5260.99,5260.99,0,0,0,0,0
"XHPB452+01",7296.39,7296.39,5472.29,5472.29,5472.29,0,18.84,18.84,0,0
"PNR3EPC+01",7499.27,7499.27,5624.45,5624.45,5624.45,0,1575,1575,0,0
"8PE4DF6+01",7579.78,7579.78,5684.83,5684.83,5684.83,5684.83,0,0,0,0
"BKZCY6Z+01",7632.87,7632.87,5724.65,5724.65,5724.65,0,0,0,0,0
"AC8733D+01",7658.22,7658.22,5743.67,5743.67,5743.67,0,0,0,0,0
"NJEGSQC+01",7782.62,7782.62,5836.97,5836.97,5836.97,0,2442.96,2442.96,0,0
"9UYPBYE+01",8133.24,8133.24,6099.93,6099.93,6099.93,0,0,0,0,0
"355KCG6+01",8139.92,8139.92,6104.94,6104.94,6104.94,0,0,0,0,0
"Q8FEZQM+01",8210.19,8210.19,6157.64,6157.64,6157.64,0,0,0,0,0
"KAGXB4W+01",8474.1,8474.1,6355.58,6355.58,6355.58,0,0,0,0,0
"XCA6DT5+01",8648.69,8648.69,6486.52,6486.52,6486.52,0,563.26,563.26,0,21305.7
"A45Y2VC+01",8691.14,8691.14,6518.36,6518.36,6518.36,0,0,0,0,0
"YL3DB9S+01",8732.16,8732.16,6549.12,6549.12,6549.12,0,0,0,0,0
"9VAEU63+01",8833.95,8833.95,6625.46,6625.46,6625.46,0,595.72,595.72,0,0
"UHBYM8T+01",8878.42,8878.42,6658.82,6658.82,6658.82,0,0,0,0,0
"WT4B83S+01",9327,9327,6995.25,6995.25,6995.25,0,0,0,0,0
"SQUGMZ7+01",9386.44,9386.44,7039.83,7039.83,7039.83,0,0,0,0,0
"C4PABTV+01",9581.4,9581.4,7186.05,7186.05,7186.05,0,0,0,0,0
"4LGKMA4+01",9620.68,9620.68,7215.51,7215.51,7215.51,0,66.65,66.65,0,0
"ZLHZA9M+01",9653.94,9653.94,7240.46,7240.46,7240.46,0,0,0,0,0
"76ZUYTF+01",9666.2,9666.2,7249.65,7249.65,7249.65,0,0,0,0,0
"45M7ZH9+01",9671.64,9671.64,7253.73,7253.73,7253.73,0,0,0,0,0
"M6CYLTP+01",9710.4,9710.4,7282.8,7282.8,7282.8,0,0,0,0,0
"WF52YM5+01",9799.96,9799.96,7349.97,7349.97,7349.97,0,0,0,0,0
"QR5DZG8+01",9835.8,9835.8,7376.85,7376.85,7376.85,0,0,0,0,0
"S9RU8UW+01",9916.66,9916.66,7437.5,7437.5,7437.5,0,0,0,0,0
"LCD4MXV+01",9931.84,9931.84,7448.88,7448.88,7448.88,0,0,0,0,0
"LJZFC5F+01",9993.22,9993.22,7494.92,7494.92,7494.92,0,0,0,0,0
"VY8VXCV+01",10003.86,10003.86,7502.9,7502.9,7502.9,0,0,0,0,0
"PK9TWKY+01",10116.63,10116.63,7587.47,7587.47,7587.47,0,0,0,0,0
"9LVEHLF+01",10674.76,10674.76,8006.07,8006.07,8006.07,8006.07,0,0,0,0
"KMN3D56+01",10820.81,10820.81,8115.61,8115.61,8115.61,0,0,0,0,0
"BTJATHN+01",10890.76,10890.76,8168.07,8168.07,8168.07,8168.07,0,0,0,0
"9HQCPMW+01",11063.91,11063.91,8297.93,8297.93,8297.93,8297.93,0,0,0,0
"VPTKFKL+01",11088.67,11088.67,8316.5,8316.5,8316.5,8316.5,0,0,0,0
"YWZ9UZA+01",11229.13,11229.13,8421.85,8421.85,8421.85,0,0,0,0,0
"FJU7Q3S+01",11259.41,11259.41,8444.56,8444.56,8444.56,0,0,0,0,0
"XL36CSG+01",11310.21,11310.21,8482.65,8482.65,8482.65,8482.65,0,0,0,0
"5EFPYE6+01",11363.35,11363.35,8522.51,8522.51,8522.51,0,0,0,0,0
"X8ETH7V+01",11413.6,11413.6,8560.2,8560.2,8560.2,8560.2,0,0,0,0
"A7WAQUV+01",11437.42,11437.42,8578.07,8578.07,8578.07,0,0,0,0,0
"79VL8Y3+01",11525.54,11525.54,8644.16,8644.16,8644.16,0,180,180,0,0
"6L6JYCY+01",11637.5,11637.5,8728.13,8728.13,8728.13,0,645.47,645.47,0,0
"53DR6HY+01",11691.62,11691.62,8768.71,8768.71,8768.71,8768.71,0,0,0,0
"B4ZTRQ5+01",11695.66,11695.66,8771.74,8771.74,8771.74,8771.74,0,0,0,0
"XMP7FHN+01",12018.54,12018.54,9013.91,9013.91,9013.91,0,0,0,0,0
"JWAZ4UY+01",12021.95,12021.95,9016.46,9016.46,9016.46,0,0,0,0,0
"Y7GG4WP+01",12031.54,12031.54,9023.66,9023.66,9023.66,0,0,0,0,0
"68M4RGF+01",12116.94,12116.94,9087.71,9087.71,9087.71,0,0,0,0,0
"4XET363+01",12179.84,12179.84,9134.88,9134.88,9134.88,9134.88,0,0,0,0
"YFD698H+01",12315.2,12315.2,9236.4,9236.4,9236.4,0,0,0,0,0
"W7GUK8W+01",12422.68,12422.68,9317.01,9317.01,9317.01,0,0,0,0,0
"K3UDW3Y+01",12477.01,12477.01,9357.76,9357.76,9357.76,0,1125.18,8400,0,0
"SYG2BLX+01",12483.77,12483.77,9362.83,9362.83,9362.83,0,0,0,0,0
"8RY5VHX+01",12509.19,12509.19,9381.89,9381.89,9381.89,0,1008.41,1008.41,0,0
"FWLHEFM+01",12708.3,12708.3,9531.23,9531.23,9531.23,0,0,0,0,0
"HCUNUXW+01",12828.37,12828.37,9621.28,9621.28,9621.28,0,0,0,0,0
"HG8QFT2+01",12835.29,12835.29,9626.47,9626.47,9626.47,0,0,0,0,0
"6YH87SU+01",12856.52,12856.52,9642.39,9642.39,9642.39,0,0,0,0,0
"QMSGR93+01",12962.47,12962.47,9721.85,9721.85,9721.85,0,0,0,0,0
"5XBC59U+01",13071.4,13071.4,9803.55,9803.55,9803.55,0,0,0,0,0
"CSGY88R+01",13247.25,13247.25,9935.44,9935.44,9935.44,0,0,0,0,0
"9ZMLXRH+01",13547.07,13547.07,10160.3,10160.3,10160.3,0,0,0,0,0
"B9HH484+01",13770.02,13770.02,10327.52,10327.52,10327.52,0,0,0,0,0
"U6VCHH4+01",13979.1,13979.1,10484.33,10484.33,10484.33,0,0,0,0,0
"VR47VQJ+01",14160.7,14160.7,10620.53,10620.53,10620.53,0,0,0,0,0
"W2VFMYR+01",14233.32,14233.32,10674.99,10674.99,10674.99,0,0,0,0,0
"ALCFFL4+01",14289.47,14289.47,10717.1,10717.1,10717.1,0,0,0,0,0
"NS6AHFV+01",14357.51,14357.51,10768.13,10768.13,10768.13,0,0,0,0,0
"FWK4S7V+01",14358.47,14358.47,10768.85,10768.85,10768.85,0,486.14,486.14,0,0
"XY76L2M+01",14414.37,14414.37,10810.78,10810.78,10810.78,0,0,0,0,0
"V7SMBAZ+01",14427,14427,10820.25,10820.25,10820.25,10820.25,0,0,0,0
"76GLRTE+01",14528.48,14528.48,10896.36,10896.36,10896.36,0,0,0,0,0
"U9SHC56+01",14776.58,14776.58,11082.44,11082.44,11082.44,0,0,0,0,0
"MULFZW9+01",14886.56,14886.56,11164.92,11164.92,11164.92,0,0,0,0,0
"7FR63N8+01",14967.59,14967.59,11225.69,11225.69,11225.69,0,0,0,0,0
"DFJ6ENV+01",14999.92,14999.92,11249.94,11249.94,11249.94,11249.94,0,0,0,0
"GPYGJVB+01",15217.58,15217.58,11413.19,11413.19,11413.19,0,0,0,0,0
"93CRKL3+01",15532.14,15532.14,11649.11,11649.11,11649.11,0,0,0,0,0
"XJ32PA9+01",15563.24,15563.24,11672.43,11672.43,11672.43,0,0,0,0,0
"TYGF6PK+01",15576.3,15576.3,11682.23,11682.23,11682.23,0,0,0,0,0
"9NTSFE3+01",15684,15684,11763,11763,11763,11763,0,0,0,0
"68X4B7S+01",15866.56,15866.56,11899.92,11899.92,11899.92,0,0,0,0,0
"T5LJF6D+01",15901.5,15901.5,11926.13,11926.13,11926.13,0,411.13,411.13,0,0
"N5QYFV7+01",16108.38,16108.38,12081.29,12081.29,12081.29,0,0,0,0,0
"7LLPCMZ+01",16443,16443,12332.25,12332.25,12332.25,0,0,0,0,0
"F45KSKG+01",16468.9,16468.9,12351.67,12351.67,12351.67,12351.67,0,0,0,0
"CCNS863+01",16615.58,16615.58,12461.68,12461.68,12461.68,12461.68,0,0,0,0
"Y9HUXQN+01",16623.74,16623.74,12467.81,12467.81,12467.81,0,0,0,0,0
"M8PHDTL+01",16672.58,16672.58,12504.44,12504.44,12504.44,0,0,0,0,0
"UGRVUQT+01",16747.43,16747.43,12560.57,12560.57,12560.57,0,0,0,0,0
"TJ9ERVS+01",16916.6,16916.6,12687.45,12687.45,12687.45,0,0,0,0,0
"A3VVPGT+01",16979.75,16979.75,12734.81,12734.81,12734.81,0,0,0,0,0
"WCY5956+01",16982.3,16982.3,12736.73,12736.73,12736.73,0,3048.75,3048.75,0,0
"7GUHDUK+01",17020.17,17020.17,12765.13,12765.13,12765.13,0,0,0,0,0
"5LZYPSA+01",17170.21,17170.21,12877.65,12877.65,12877.65,0,0,0,0,0
"JQB5ZTL+01",17203.73,17203.73,12902.8,12902.8,12902.8,0,0,0,0,0
"CYMV98B+01",17204.25,17204.25,12903.19,12903.19,12903.19,0,0,0,0,0
"8U3J25A+01",17254.94,17254.94,12941.21,12941.21,12941.21,0,0,0,0,0
"PB8W7YH+01",17254.94,17254.94,12941.21,12941.21,12941.21,0,0,0,0,0
"PHTANMP+01",17399.96,17399.96,13049.97,13049.97,13049.97,0,0,0,0,0
"NDWDHQC+01",17423.77,17423.77,13067.83,13067.83,13067.83,0,0,0,0,0
"2P7GJ2C+01",17593.28,17593.28,13194.96,13194.96,13194.96,0,0,0,0,0
"CEC6CMC+01",17762.45,17762.45,13321.84,13321.84,13321.84,0,0,0,0,0
"U4T2Y4E+01",17781.16,17781.16,13335.87,13335.87,13335.87,0,0,0,0,0
"2L872B8+01",17812.39,17812.39,13359.29,13359.29,13359.29,0,4773.82,4773.82,0,0
"2CVSRFC+01",17831.19,17831.19,13373.39,13373.39,13373.39,13373.39,0,0,0,0
"ENCBY29+01",17943.14,17943.14,13457.36,13457.36,13457.36,0,0,0,0,0
"RVD7ZMU+01",18044.4,18044.4,13533.3,13533.3,13533.3,0,0,0,0,0
"DXGQZJH+01",18124.84,18124.84,13593.63,13593.63,13593.63,13593.63,0,0,0,0
"8NQPYQ5+01",18233.38,18233.38,13675.04,13675.04,13675.04,0,0,0,0,0
"74E7882+01",18269.96,18269.96,13702.47,13702.47,13702.47,0,0,0,0,0
"AKTMESA+01",14373.31,14373.31,10779.98,10779.98,13795.71,0,0,0,0,0
"DC8ZDFM+01",18417.83,18417.83,13813.37,13813.37,13813.37,0,1650,1650,0,0
"KATN5AH+01",18516.36,18516.36,13887.27,13887.27,13887.27,13887.27,0,0,0,0
"ZNS4U59+01",18590.19,18590.19,13942.64,13942.64,13942.64,13942.64,0,0,0,0
"8T8Q4Y5+01",18653.66,18653.66,13990.25,13990.25,13990.25,0,0,0,0,0
"R52DZ8N+01",18750,18750,14062.5,14062.5,14062.5,14062.5,0,0,0,0
"6EDY3YH+01",18777.47,18777.47,14083.1,14083.1,14083.1,0,0,0,0,0
"94YB44Q+01",18849.98,18849.98,14137.49,14137.49,14137.49,0,0,0,0,0
"K6AP47Q+01",19047.6,19047.6,14285.7,14285.7,14285.7,0,0,0,0,0
"ERF82BD+01",19096.83,19096.83,14322.62,14322.62,14322.62,0,0,0,0,0
"3C4TR74+01",19167,19167,14375.25,14375.25,14375.25,0,0,0,0,0
"3QAXN8B+01",19187.68,19187.68,14390.76,14390.76,14390.76,0,3280.39,3280.39,0,0
"H7MHK5B+01",19231.43,19231.43,14423.57,14423.57,14423.57,14423.57,0,0,0,0
"HD8KH55+01",19432.48,19432.48,14574.36,14574.36,14574.36,0,0,0,0,0
"2JC6EJ8+01",19499.99,19499.99,14624.99,14624.99,14624.99,0,0,0,0,0
"NFLS2FC+01",19623.32,19623.32,14717.49,14717.49,14717.49,0,0,0,0,0
"D2TCNV4+01",19877.04,19877.04,14907.78,14907.78,14907.78,0,0,0,0,0
"N3U976L+01",19943.84,19943.84,14957.88,14957.88,14957.88,0,703.21,703.21,0,0
"FKY6UY4+01",20000,20000,15000,15000,15000,0,0,0,0,0
"D4TVHMM+01",20020.97,20020.97,15015.73,15015.73,15015.73,0,0,0,0,0
"F2DJQJD+01",20020.97,20020.97,15015.73,15015.73,15015.73,0,0,0,0,0
"TCSYQR2+01",20033.25,20033.25,15024.93,15024.93,15024.93,15024.93,1327.48,1327.48,0,0
"7C6RLCL+01",20220,20220,15165,15165,15165,0,0,0,0,0
"KR3Y695+01",20232.24,20232.24,15174.18,15174.18,15174.18,0,0,0,0,0
"FXJXSKP+01",20249.22,20249.22,15186.92,15186.92,15186.92,0,0,0,0,0
"5V2YV2R+01",20299.96,20299.96,15224.97,15224.97,15224.97,0,0,0,0,0
"TQTP23F+01",20426.75,20426.75,15320.06,15320.06,15320.06,0,0,0,0,0
"AG2PLK3+01",20511.42,20511.42,15383.56,15383.56,15383.56,0,0,0,0,0
"N55D27R+01",20593.03,20593.03,15444.77,15444.77,15444.77,0,0,0,0,0
"9AFSYBC+01",20645.1,20645.1,15483.83,15483.83,15483.83,0,0,0,0,0
"THMA86K+01",20665.16,20665.16,15498.87,15498.87,15498.87,0,212.33,212.33,0,0
"VCX4B7G+01",20675.78,20675.78,15506.84,15506.84,15506.84,0,0,0,0,0
"BJZSXTW+01",20718.51,20718.51,15538.88,15538.88,15538.88,0,0,0,0,0
"FRNUCAU+01",20722.88,20722.88,15542.16,15542.16,15542.16,15542.16,0,0,0,0
"ASEHL9X+01",20764.92,20764.92,15573.69,15573.69,15573.69,0,0,0,0,0
"UCH9SZQ+01",20841.32,20841.32,15630.99,15630.99,15630.99,0,18.19,18.19,0,0
"9PB48SL+01",20843.65,20843.65,15632.73,15632.73,15632.73,0,0,0,0,0
"6EBPMTU+01",20985.12,20985.12,15738.84,15738.84,15738.84,0,802.19,802.19,0,0
"N97YV4J+01",21145.8,21145.8,15859.35,15859.35,15859.35,0,0,0,0,0
"NJFENPX+01",21249.97,21249.97,15937.48,15937.48,15937.48,0,0,0,0,0
"KZ5GGB7+01",21568.72,21568.72,16176.54,16176.54,16176.54,0,0,0,0,0
"SB5GLM8+01",21749.92,21749.92,16312.44,16312.44,16312.44,16312.44,0,0,0,0
"JAPZ95D+01",21780.18,21780.18,16335.14,16335.14,16335.14,0,0,0,0,0
"52FRWFJ+01",21822.5,21822.5,16366.87,16366.87,16366.87,16366.87,0,0,0,0
"3D888GC+01",21852.43,21852.43,16389.32,16389.32,16389.32,0,0,0,0,0
"KQV4ZPS+01",21857.33,21857.33,16393,16393,16393,0,0,0,0,0
"8YBD7BV+01",21904.76,21904.76,16428.57,16428.57,16428.57,0,0,0,0,0
"RHLSJE5+01",22064.96,22064.96,16548.72,16548.72,16548.72,0,0,0,0,0
"DFVRW49+01",22083.24,22083.24,16562.43,16562.43,16562.43,0,0,0,0,0
"UA57N9U+01",22117.04,22117.04,16587.78,16587.78,16587.78,0,0,0,0,0
"BJ8A3FW+01",22406.54,22406.54,16804.91,16804.91,16804.91,0,0,0,0,0
"XPJWFKB+01",22489.16,22489.16,16866.87,16866.87,16866.87,0,0,0,0,0
"XYV36W2+01",22626.9,22626.9,16970.18,16970.18,16970.18,0,0,0,0,0
"V9BLZHA+01",22804.51,22804.51,17103.38,17103.38,17103.38,0,0,0,0,0
"M83S2ZH+01",22837.44,22837.44,17128.08,17128.08,17128.08,0,0,0,0,0
"T365ZZX+01",22837.48,22837.48,17128.11,17128.11,17128.11,0,0,0,0,0
"XGRF4GV+01",22837.5,22837.5,17128.13,17128.13,17128.13,0,0,0,0,0
"7E5PX6X+01",23000,23000,17250,17250,17250,0,0,0,0,0
"GGVWH2Z+01",23158.08,23158.08,17368.56,17368.56,17368.56,0,0,0,0,0
"SDUGTMK+01",23260.36,23260.36,17445.27,17445.27,17445.27,0,0,0,0,0
"FW4HFW8+01",23260.4,23260.4,17445.3,17445.3,17445.3,0,0,0,0,0
"WVWPP4M+01",23325.31,23325.31,17493.98,17493.98,17493.98,17493.98,0,0,0,0
"JSGT37W+01",23342.31,23342.31,17506.73,17506.73,17506.73,0,0,0,0,0
"R9PDS3Y+01",23345,23345,17508.75,17508.75,17508.75,17508.75,0,0,0,0
"CAFQDAD+01",23349.86,23349.86,17512.4,17512.4,17512.4,0,0,0,0,0
"GXM2A2X+01",23458.14,23458.14,17593.6,17593.6,17593.6,0,0,0,0,0
"E2DKUAT+01",23612.62,23612.62,17709.47,17709.47,17709.47,0,0,0,0,0
"ZDKJU6U+01",23683.2,23683.2,17762.4,17762.4,17762.4,0,0,0,0,0
"6FUAPBS+01",23683.32,23683.32,17762.49,17762.49,17762.49,0,0,0,0,0
"DVDU9TH+01",23749.99,23749.99,17812.49,17812.49,17812.49,0,0,0,0,0
"9DFV5U8+01",23818.56,23818.56,17863.92,17863.92,17863.92,0,0,0,0,0
